text,label,idiom_string,source
"in 1987 it began to turn its attention to the inner urban areas, with the idea of opening small factories, workshops and offices in the hope that private industry would then follow suit.",1,follow suit,MAGPIE
"she remembers her reviews and quotes them, knowing long passages by heart.",1,by heart,MAGPIE
ulster 's newest rugby club will play its first league game on september 18.,0,play games,MAGPIE
"‘ well,’ he said, ‘ that serves you right.",1,serve someone right,MAGPIE
"but goi reading between the lines, you can usually have a a rough working idea",1,read between the lines,MAGPIE
you have to avoid being nellie - know - all and hold your tongue to allow a younger generation to enjoy the fun of discovery.,1,hold your tongue,MAGPIE
he waited until berthon — with whom rudd had never seen eye to eye — took a holiday and grafted a new front end on to jean behra's car.,1,see eye to eye,MAGPIE
"what amazes me is the public ’s blasé acceptance of the salaries of sports stars, compared to its low regard for superstars in business and finance.",0,in business,MAGPIE
"there is a case for writing reports but the profitboss prefers not to make it, preferring to profit from an accurate word of mouth.",1,word of mouth,MAGPIE
"‘ we felt we were creating the antinuclear movement from scratch, says pete roche, now an editor of scram's bi - monthly safe energy journal, first published at the time and an invaluable guide to the growth of opposition.",1,from scratch,MAGPIE
a 45-minute show and six half - hour episodes were in the can.,1,in the can,MAGPIE
"the paper was peeling off the walls, ceilings coming down … .’",0,off the wall,MAGPIE
"macaulay culkin is a 12-year - old, 4 ft 6 in licence to print money and home alone 2 : lost in new york is set to pull in more folding bills than it is possible for the human mind to contemplate.",1,licence to print money,MAGPIE
such is the bewildering complexity of sectarian politics in northern ireland that mr vitty — who draws his support from the gut loyalist working class housing estates on the eastern outskirts of belfast — has been left in the lurch by the official unionist party despite campaigning on a united unionist ticket.,1,leave someone in the lurch,MAGPIE
at the end of the day it is the person that makes the impact.,1,at the end of the day,MAGPIE
despite the profit - making prospects in this it has been treated with utter contempt on the grounds that charity begins at home.,1,charity begins at home,MAGPIE
nick pulled a face and walked beside her.,1,pull a face,MAGPIE
"i put my conversations with lou and brenda from my mind, at least for the time being, and had switched on the wp and was enjoying the little moans and buzzes of its warming up, when there was a mighty banging on the door and there stood hugo.",1,for the time being,MAGPIE
"' if you just go and talk to a girl in a club in england, she 'll think you 're stupid.",0,in the club,MAGPIE
"he could hear the dawn chorus in full concert, and when he opened his eyes unwillingly light was filtering faintly through the curtains.",0,open someone's eyes,MAGPIE
‘ in the cut and thrust of the film world?’ she queried bitterly.,1,cut and thrust,MAGPIE
mary had a few friends over for lunch and they spent most of the time griping about their husbands.,0,have a few,MAGPIE
"the visitors also got the better of the try count, scoring five tries to worthing's four in a fast - moving match.",1,get the better of,MAGPIE
"just under four hours, to phone in the money and let her off the hook.",1,off the hook,MAGPIE
"by using options to support its currency, spain's central bank has blazed a new trail.",1,blaze a trail,MAGPIE
when placed in the field our army looked like a lovely city adorned with beautiful tents flying innumerable flags of all colours …,0,fly the flag,MAGPIE
"such excitements are rare ; the hague has a few clubs and theatres and it will soon have its own ballet company, but for the most part the hagenaars, as the residents are known, spend their evenings at home and retire at a respectable hour.",0,have a few,MAGPIE
i know it is because that's what it says on my amex card. ',0,on the cards,MAGPIE
love caller is off hook,1,off the hook,MAGPIE
"soon after 1600 on sunday 6 october 1990 a dramatic change in weather conditions led to hurricane - force northerly winds along the east coast of scotland, and it soon became clear to coastguards that a number of divers had been caught at sea.",0,at sea,MAGPIE
"in conclusion, i make this plea to countries such as germany — a country for which i have the highest regard : they should be cautious about promising recognition for croatia and slovenia by any precise date, and about breaking ranks within the european community.",1,break ranks,MAGPIE
for the rest it's twenty five minutes of speed and skill … and then two more laps for good measure.,1,for good measure,MAGPIE
"in - your - face and offensive, the work that results is typically experimental in form and preoccupied with the red - light subjects of sex and violence.",1,in your face,MAGPIE
one result of this is that the pied flycatcher must be quick off the mark early in the season in order to get the most nutritious caterpillars.,1,off the mark,MAGPIE
"apparently erm, they often do this and of course, they sort of went into their home and got this girl with her friend and they sort of put the pegs on their noses and have these sort of rubber hats with those",0,on the nose,MAGPIE
"after all, charity begins at home.",1,charity begins at home,MAGPIE
diy man chris mcgrath got the brush - off … when he tried to board a bus carrying a can of paint.,0,carry the can,MAGPIE
does the will of the kuwaiti parliament transcend the will of the emir and does parliament carry the day?,1,carry the day,MAGPIE
"' if the sheep can't be trusted to keep the wolves from our doors, none of us is safe any more! '",1,keep the wolf from the door,MAGPIE
"when they parted, he was sure that he had given ludovico serious pause for thought.",1,give someone pause,MAGPIE
"i may he may i may have died in the end but still, you know he wanted to keep the peace and wanted to be his friend.",1,keep the peace,MAGPIE
